32#	Number	of	sensors
#x	z			
0	0.06			
0.1	0.15			
0.15	0.2			
0.24	0.22			
0.36	0.22			
0.43	0.19			
0.51	0.13			
0.57	0.04			
0.74	0.04			
0.82	0.12			
0.93	0.19			
1	0.23			
1.1	0.22			
1.19	0.17			
1.24	0.11			
1.33	0.02			
1.5	0.02			
1.56	0.11			
1.63	0.15			
1.68	0.2			
1.85	0.21			
1.93	0.15			
2	0.1			
2.08	0.04			
2.22	0.05			
2.33	0.12			
2.39	0.2			
2.46	0.25			
2.59	0.26			
2.66	0.2			
2.72	0.13			
2.79	0.04			
1342#	Number	of	data					
#a	b	m	n	R	err			
1	2	3	4	-840.1374	0.222768	
5	8	11	14	-49.7854	0.031846	
5	8	14	17	-13.67156	0.008721	
5	8	17	20	-2.311044	0.001258	
5	8	20	23	-1.30381	0.001134	
5	8	23	26	-2.332703	0.00178		
5	8	26	29	-0.499944	0.000556	
5	8	29	32	-0.545263	0.001442	
6	8	10	12	-39.38455	0		
6	8	12	14	-20.27128	0.006208	
6	8	14	16	-6.50854	0.002195	
6	8	16	18	-4.860517	0.001901	
6	8	18	20	-0.750363	0		
6	8	20	22	-0.607339	0.000411	
6	8	22	24	-0.934603	0		
6	8	24	26	-0.973676	0.000388	
7	8	9	10	-42.34318	0.024542	
7	8	10	11	-15.95193	0.00776		
7	8	11	12	-16.22291	0.00388		
7	8	12	13	-13.4137	0.00388		
7	8	13	14	-2.293576	0.00084		
7	8	14	15	-3.129704	0.001533	
7	8	15	16	-1.756005	0.00084		
7	8	16	17	-2.674461	0.00097		
5	9	13	17	-62.83908	0.029247	
5	9	17	21	-6.788694	0.002985	
5	9	21	25	-5.510047	0.003337	
5	9	25	29	-1.391019	0		
6	9	12	15	-128.0039	0		
6	9	15	18	-27.09237	0.007803	
6	9	18	21	-3.444736	0.000975	
6	9	21	24	-2.756687	0.000975	
6	9	24	27	-2.526615	0		
6	9	27	30	-0.781975	0.000172	
7	9	11	13	-213.8174	0		
7	9	13	15	-32.61703	0		
7	9	15	17	-22.74072	0.006061	
7	9	17	19	-3.177578	-0.000005	
7	9	19	21	-2.032089	-0.000001	
7	9	21	23	-1.002015	0		
7	9	23	25	-2.850302	-0.000002	
7	9	25	27	-0.514606	0		
8	9	10	11	-171.3764	0		
8	9	11	12	-107.2053	0		
8	9	12	13	-76.56878	-0.001985	
8	9	13	14	-11.55146	0.00397		
8	9	14	15	-15.59386	0		
8	9	15	16	-8.222005	-0.000015	
8	9	16	17	-10.06488	0.002807	
8	9	17	18	-1.596159	0.000607	
6	10	14	18	-79.47663	0		
6	10	18	22	-5.125677	0		
6	10	22	26	-5.567244	0		
6	10	26	30	-1.207139	0		
7	10	13	16	-80.31626	-0.00277	
7	10	16	19	-24.18542	-0.000173	
7	10	19	22	-3.222006	-0.000002	
7	10	22	25	-4.424397	0.000979	
7	10	25	28	-0.826776	0		
7	10	28	31	-0.810643	0.000173	
8	10	12	14	-207.8318	0.083734	
8	10	14	16	-48.64854	0.020933	
8	10	16	18	-19.53375	0.009064	
8	10	18	20	-2.245376	0.000654	
8	10	20	22	-1.531173	0.000566	
8	10	22	24	-1.9129		0.000801	
8	10	24	26	-1.753373	0.000462	
8	10	26	28	-0.32786	0.000141	
9	10	11	12	-243.3545	0.100472	
9	10	12	13	-106.4836	0.050236	
9	10	13	14	-12.93528	0.006279	
9	10	14	15	-16.82256	0.00888	
9	10	15	16	-7.956189	0.003139	
9	10	16	17	-7.065956	0.00351		
9	10	17	18	-0.795296	0.000555	
9	10	18	19	-0.405674	0.000219	
7	11	15	19	-72.97874	0.063954	
7	11	19	23	-5.440309	0.003861	
7	11	23	27	-5.180274	0.004378	
7	11	27	31	-1.184729	0.000855	
8	11	14	17	-135.076	0.057695	
8	11	17	20	-6.986663	0.003605	
8	11	20	23	-3.059447	0.001561	
8	11	23	26	-3.936752	0.001802	
8	11	26	29	-0.72863	0.000552	
8	11	29	32	-0.633286	0.000159	
9	11	13	15	-104.2063	0.078442	
9	11	15	17	-43.9987	0.040597	
9	11	17	19	-3.051121	0.003072	
9	11	19	21	-1.720477	0.00131		
9	11	21	23	-0.676164	0.000366	
9	11	23	25	-1.57652	0.001035	
9	11	25	27	-0.225792	0.000252	
9	11	27	29	-0.191098	0.000274	
10	11	12	13	-384.4269	0.374356	
10	11	13	14	-33.91068	0.031885	
10	11	14	15	-40.16289	0.042411	
10	11	15	16	-16.50123	0.017125	
10	11	16	17	-12.34474	0.014665	
10	11	17	18	-1.236408	0.001658	
10	11	18	19	-0.610024	0.000769	
10	11	19	20	-0.490081	0.000535	
8	12	16	20	-91.2778	0		
8	12	20	24	-8.550081	0		
8	12	24	28	-4.44089	0		
8	12	28	32	-1.438419	0		
9	12	15	18	-164.8697	0.045417	
9	12	18	21	-7.8735		0.002007		
9	12	21	24	-3.715501	-0.000002	
9	12	24	27	-2.724077	0		
9	12	27	30	-0.628128	0		
10	12	14	16	-303.5309	0		
10	12	16	18	-64.84053	0.014842	
10	12	18	20	-4.70013	-0.000005	
10	12	20	22	-2.659147	0.001606	
10	12	22	24	-2.453164	0.000655	
10	12	24	26	-2.054992	0.000463	
10	12	26	28	-0.303648	0.000142	
10	12	28	30	-0.366653	0		
11	12	13	14	-156.7033	0.079595	
11	12	14	15	-179.1019	0.05034		
11	12	15	16	-67.62934	0.017798	
11	12	16	17	-46.44984	0.012585	
11	12	17	18	-4.818574	0		
11	12	18	19	-1.969348	0		
11	12	19	20	-1.642674	0		
11	12	20	21	-1.499926	0.001844	
9	13	17	21	-45.28832	0.014683	
9	13	21	25	-14.46021	0.00367		
9	13	25	29	-2.249272	0		
10	13	16	19	-265.0062	0.249047	
10	13	19	22	-15.27231	0.00348		
10	13	22	25	-11.53198	0		
10	13	25	28	-1.512861	0		
10	13	28	31	-1.267496	0		
11	13	15	17	-643.6963	0.279783	
11	13	17	19	-28.11033	0		
11	13	19	21	-12.39527	0		
11	13	21	23	-3.953503	0		
11	13	23	25	-8.225426	0		
11	13	25	27	-1.06874	0		
11	13	27	29	-0.817003	0.000546	
11	13	29	31	-0.604153	0.000784	
12	13	14	15	-1666.362	0.630443	
12	13	15	16	-353.3073	0.305212	
12	13	16	17	-176.6602	0.15761		
12	13	17	18	-14.96534	0.009214	
12	13	18	19	-6.4009		0.004265		
12	13	19	20	-4.943679	0.002462	
12	13	20	21	-4.301446	0.001741	
12	13	21	22	-1.212237	0.00087		
10	14	18	22	-30.17417	-0.00091	
10	14	22	26	-14.54095	0		
10	14	26	30	-1.969036	0.000644	
11	14	17	20	-44.12412	-0.000305	
11	14	20	23	-12.12569	-0.000038	
11	14	23	26	-10.67881	-0.000019	
11	14	26	29	-1.412136	0.000917	
11	14	29	32	-1.196646	0.000683	
12	14	16	18	-271.4941	0.209019	
12	14	18	20	-15.38975	-0.000025	
12	14	20	22	-7.405035	-0.000006	
12	14	22	24	-5.591477	0.001632	
12	14	24	26	-4.433378	0		
12	14	26	28	-0.606296	0.000144	
12	14	28	30	-0.697661	0.000204	
12	14	30	32	-0.589771	0		
13	14	15	16	-217.1812	0.220017	
13	14	16	17	-74.85048	0.073796	
13	14	17	18	-5.336237	0.002174	
13	14	18	19	-2.362194	0.000941	
13	14	19	20	-1.714984	0.000859	
13	14	20	21	-1.433597	0		
13	14	21	22	-0.392161	0		
13	14	22	23	-0.482341	0.000235	
11	15	19	23	-27.28363	0.007554	
11	15	23	27	-14.19595	0.003777	
11	15	27	31	-2.114774	0.000472	
12	15	18	21	-30.74746	0		
12	15	21	24	-10.01834	0		
12	15	24	27	-6.519745	0.001398	
12	15	27	30	-1.262514	0.000349	
13	15	17	19	-23.55047	0.012935	
13	15	19	21	-8.587239	0.002286	
13	15	21	23	-2.340566	0.001278	
13	15	23	25	-4.375992	0.00198		
13	15	25	27	-0.516		0			
13	15	27	29	-0.346424	0.000404	
13	15	29	31	-0.338145	0.000756	
14	15	16	17	-174.1807	0.1823		
14	15	17	18	-11.62925	0.00316		
14	15	18	19	-4.198597	0		
14	15	19	20	-3.013		0			
14	15	20	21	-2.42432	0.000558	
14	15	21	22	-0.667231	0.000342	
14	15	22	23	-0.781756	0.000197	
14	15	23	24	-1.301638	0.000483	
12	16	20	24	-26.03829	0.005962	
12	16	24	28	-9.174781	-0.000011	
12	16	28	32	-2.203685	0.000745	
13	16	19	22	-20.21432	0.007642	
13	16	22	25	-10.32392	0.003821	
13	16	25	28	-1.140715	0.000477	
13	16	28	31	-0.903993	0.000337	
14	16	18	20	-21.42182	0		
14	16	20	22	-8.091352	0.002014	
14	16	22	24	-4.931664	0.001424	
14	16	24	26	-3.678602	0		
14	16	26	28	-0.451715	0.000125	
14	16	28	30	-0.49686	0.000125	
14	16	30	32	-0.409705	0.000089	
15	16	17	18	-31.25329	-0.000681	
15	16	18	19	-8.681148	0		
15	16	19	20	-5.545967	0.001926	
15	16	20	21	-3.998019	-0.000005	
15	16	21	22	-0.998307	0		
15	16	22	23	-1.104711	0.00024		
15	16	23	24	-1.742117	0		
15	16	24	25	-1.822989	0		
13	17	21	25	-93.23902	0		
13	17	25	29	-6.745839	0.001586	
14	17	20	23	-115.9736	0.050016	
14	17	23	26	-54.69942	0.014438	
14	17	26	29	-3.875679	0.000902	
14	17	29	32	-2.983803	0.000902	
15	17	19	21	-183.3644	0.175513	
15	17	21	23	-37.10892	0.024528	
15	17	23	25	-49.43033	0.029022	
15	17	25	27	-3.730693	0.001371	
15	17	27	29	-2.190305	0.000484	
15	17	29	31	-1.713509	0.001454	
16	17	18	19	-157.685	0.172169	
16	17	19	20	-102.7672	0.082707	
16	17	20	21	-71.02739	0.033765	
16	17	21	22	-17.99055	0.010338	
16	17	22	23	-16.9983	0.00422		
16	17	23	24	-23.4383	0.008441	
16	17	24	25	-22.40557	0.008441	
16	17	25	26	-2.125184	0.000746	
14	18	22	26	-194.4071	0		
14	18	26	30	-8.090897	-0.00001	
15	18	21	24	-214.462	0.049269	
15	18	24	27	-62.66162	0		
15	18	27	30	-5.207922	-0.000008	
16	18	20	22	-523.9618	0		
16	18	22	24	-127.8873	0		
16	18	24	26	-58.15159	0.013476	
16	18	26	28	-3.70443	-0.000002	
16	18	28	30	-3.481536	0		
16	18	30	32	-2.749958	-0.000001	
17	18	19	20	-929.8926	2.627424	
17	18	20	21	-371.1977	0.304609	
17	18	21	22	-64.7854	0.04171		
17	18	22	23	-46.11289	0.026923	
17	18	23	24	-41.35218	0.017028	
17	18	24	25	-31.50539	0.01204		
17	18	25	26	-2.067176	0.001407	
17	18	26	27	-1.073269	0		
15	19	23	27	-177.65		0.203988		
15	19	27	31	-8.149889	0.008825	
16	19	22	25	-261.4014	0.063515	
16	19	25	28	-10.16635	0.002807	
16	19	28	31	-5.939738	-0.00001	
17	19	21	23	-204.8308	0.050401	
17	19	23	25	-119.142	0.035639	
17	19	25	27	-5.077567	0.001929	
17	19	27	29	-2.462074	0.001245	
17	19	29	31	-1.769602	0.000682	
18	19	20	21	-470.0914	0.223656	
18	19	21	22	-60.4662	0.016141	
18	19	22	23	-32.78619	0		
18	19	23	24	-26.47862	0		
18	19	24	25	-19.43669	0		
18	19	25	26	-1.264448	0		
18	19	26	27	-0.651719	0		
18	19	27	28	-0.334386	0.000089	
16	20	24	28	-132.9104	0.034835	
16	20	28	32	-10.31099	0.004354	
17	20	23	26	-241.0181	0.074111	
17	20	26	29	-7.057704	0.001637	
17	20	29	32	-4.373491	0.001637	
18	20	22	24	-255.7516	0		
18	20	24	26	-68.04752	-0.00032	
18	20	26	28	-2.925664	0		
18	20	28	30	-2.395961	0.001433	
18	20	30	32	-1.663554	0.001359	
19	20	21	22	-359.1728	0.111502	
19	20	22	23	-124.9719	0.055751	
19	20	23	24	-71.13994	0.019711	
19	20	24	25	-44.71164	0.019711	
19	20	25	26	-2.505455	0.001377	
19	20	26	27	-1.252602	0		
19	20	27	28	-0.665589	0.000217	
19	20	28	29	-0.903737	0.000897	
17	21	25	29	-23.35423	0.022994	
18	21	24	27	-180.3515	0.077028	
18	21	27	30	-7.212887	0.003404	
19	21	23	25	-414.3822	0.263894	
19	21	25	27	-11.47206	0.006387	
19	21	27	29	-4.524		0.004123		
19	21	29	31	-2.940719	0.000651	
20	21	22	23	-601.3063	0.741233	
20	21	23	24	-195.2052	0.22056		
20	21	24	25	-102.4424	0.116587	
20	21	25	26	-5.193045	0.00591		
20	21	26	27	-2.520903	0.002507	
20	21	27	28	-1.232409	0.001321	
20	21	28	29	-1.714555	0.00357		
20	21	29	30	-0.916798	0.000781	
18	22	26	30	-16.58264	0.004582	
19	22	25	28	-21.04902	0.008857	
19	22	28	31	-8.080994	0.003615	
20	22	24	26	-220.4107	0.214469	
20	22	26	28	-6.817456	0.006205	
20	22	28	30	-4.489582	0.0042		
20	22	30	32	-3.202232	0.003102	
21	22	23	24	-292.5663	0.328658	
21	22	24	25	-107.8374	0.113098	
21	22	25	26	-4.61274	0.004857	
21	22	26	27	-2.090037	0.002428	
21	22	27	28	-0.970881	0.001317	
21	22	28	29	-1.145799	0.000589	
21	22	29	30	-0.70322	0.001061	
21	22	30	31	-0.63345	0.000736	
19	23	27	31	-23.30983	0		
20	23	26	29	-26.40364	0.018398	
20	23	29	32	-11.6651	0.008807	
21	23	25	27	-37.43259	0.030696	
21	23	27	29	-9.910202	0.007674	
21	23	29	31	-5.897652	0.004499	
22	23	24	25	-676.8339	0		
22	23	25	26	-21.7192	-0.000053	
22	23	26	27	-9.009307	0		
22	23	27	28	-3.668501	0		
22	23	28	29	-4.167482	-0.000003	
22	23	29	30	-2.405185	0		
22	23	30	31	-2.111433	0		
22	23	31	32	-2.167625	0		
20	24	28	32	-51.66641	0.025398	
21	24	27	30	-45.77155	0.033728	
22	24	26	28	-58.77435	-0.000467	
22	24	28	30	-26.80062	0.00748		
22	24	30	32	-17.14918	-0.000058	
23	24	25	26	-94.05587	0.050134	
23	24	26	27	-33.55907	0.007236	
23	24	27	28	-12.50198	0.003618	
23	24	28	29	-12.88813	0.005116	
23	24	29	30	-7.363267	0.003133	
23	24	30	31	-6.436453	0.002558	
23	24	31	32	-6.377923	0.002558	
22	25	28	31	-114.0372	-0.002681	
23	25	27	29	-119.8116	-0.002929	
23	25	29	31	-51.55964	-0.000366	
24	25	26	27	-213.616	0.111054	
24	25	27	28	-53.51256	0		
24	25	28	29	-41.11072	0.011334	
24	25	29	30	-20.21286	-0.000088	
24	25	30	31	-17.49571	0		
24	25	31	32	-15.44906	0		
23	26	29	32	-203.2431	0		
24	26	28	30	-266.5033	0.119826	
24	26	30	32	-110.1729	0.051886	
25	26	27	28	-270.6318	0.28074		
25	26	28	29	-153.0378	0.124178	
25	26	29	30	-52.75517	0.041392	
25	26	30	31	-43.68977	0.038719	
25	26	31	32	-33.68135	0.024268	
25	27	29	31	-234.9451	0.79182		
26	27	28	29	-358.1765	0.883285	
26	27	29	30	-76.13061	0.105962	
26	27	30	31	-60.5279	0.096453	
26	27	31	32	-39.55253	0.048226	
26	28	30	32	-302.2376	0.077274	
27	28	29	30	-210.741	-0.018373	
27	28	30	31	-129.2509	0		
27	28	31	32	-73.44914	0.017322	
28	29	30	31	-959.8955	2.434875	
28	29	31	32	-309.1079	1.041551	
29	30	31	32	-791.9662	4.183934	
1	4	2	3	1429.714	0.707158	
2	5	3	4	2690.404	0.64639		
3	6	4	5	2852.203	1.22239		
1	7	3	5	809.7255	0.241928	
4	7	5	6	2074.077	0		
2	8	4	6	893.8497	-0.083247	
5	8	6	7	2043.033	0		
3	9	5	7	479.5809	0.101477	
6	9	7	8	928.9163	0		
1	10	4	7	307.31		0.254669	
4	10	6	8	698.5725	0.249647	
7	10	8	9	893.3753	0		
2	11	5	8	361.0623	0.10544		
5	11	7	9	756.2254	0.434868	
8	11	9	10	464.2144	0.167211	
3	12	6	9	422.9255	0		
6	12	8	10	594.9155	0.239215	
9	12	10	11	700.9691	0.184015	
1	13	5	9	239.6765	0.056075	
4	13	7	10	328.8191	0.275611	
7	13	9	11	190.2324	0.062406	
10	13	11	12	851.6093	0.434706	
2	14	6	10	269.9966	0.072342	
5	14	8	11	314.61		0.188102	
8	14	10	12	443.4978	0		
11	14	12	13	2857.382	0.611493	
3	15	7	11	202.981		-0.006277	
6	15	9	12	217.3354	0		
9	15	11	13	951.6844	0.61407		
12	15	13	14	528.8943	0		
1	16	6	11	155.7726	0.095835	
4	16	8	12	197.9213	0.127314	
7	16	10	13	344.2551	-0.027689	
10	16	12	14	553.9122	0		
13	16	14	15	2135.475	1.28635		
2	17	7	12	127.4911	-0.003216	
5	17	9	13	98.70413	0.047218	
8	17	11	14	143.0808	-0.005256	
11	17	13	15	188.4187	0.058523	
14	17	15	16	736.3307	0.185349	
3	18	8	13	113.0074	0		
6	18	10	14	88.56392	0.026418	
9	18	12	15	201.3093	-0.009102	
12	18	14	16	406.616		0		
15	18	16	17	930.4358	0.319746	
1	19	7	13	106.7266	0.047864	
4	19	9	14	64.60218	0.057805	
7	19	11	15	90.69634	0.022432	
10	19	13	16	126.9987	0.028912	
13	19	15	17	1002.396	0.395251	
16	19	17	18	1480.173	1.283202	
2	20	8	14	89.87332	0.058134	
5	20	10	15	67.46648	0.073001	
8	20	12	16	92.01895	0.0381		
11	20	14	17	340.662		0		
14	20	16	18	1093.569	0		
17	20	18	19	751.678		0.584311	
3	21	9	15	49.62078	0.043251	
6	21	11	16	70.93992	0.060869	
9	21	13	17	183.562		0.070577	
12	21	15	18	494.6253	0		
15	21	17	19	392.6912	0		
18	21	19	20	1593.67		1.071223	
1	22	8	15	69.56105	0.042555	
4	22	10	16	53.45687	0.060833	
7	22	12	17	137.596		0.051947	
10	22	14	18	307.9811	0.077035	
13	22	16	19	583.9274	-0.059344	
16	22	18	20	381.2792	0		
19	22	20	21	1804.741	2.132604	
2	23	9	16	46.74928	0.011666	
5	23	11	17	113.4134	0.086214	
8	23	13	18	183.2155	0		
11	23	15	19	280.9774	-0.026516	
14	23	17	20	313.8354	-0.014025	
17	23	19	21	648.2104	0		
20	23	21	22	919.6067	0.87294		
3	24	10	17	72.57531	-0.000528	
6	24	12	18	121.1823	0.071137	
9	24	14	19	167.9261	0		
12	24	16	20	258.2871	0		
15	24	18	21	241.5638	-0.021322	
18	24	20	22	780.0472	-0.110361	
21	24	22	23	1556.54		0		
1	25	9	17	39.01264	0.026418	
4	25	11	18	52.60178	0.04616		
7	25	13	19	51.71274	0.020213	
10	25	15	20	93.48414	0.049267	
13	25	17	21	93.81687	0.022972	
16	25	19	22	78.03075	-0.001862	
19	25	21	23	306.3677	0.793827	
22	25	23	24	850.0225	0.532603	
2	26	10	18	43.32131	-0.000234	
5	26	12	19	50.57457	0.018754	
8	26	14	20	57.01988	0.03866		
11	26	16	21	91.36624	0.076587	
14	26	18	22	66.53316	0.050919	
17	26	20	23	180.267		0.102497	
20	26	22	24	522.0726	0.311095	
23	26	24	25	1401.977	0.405024	
3	27	11	19	42.64084	0		
6	27	13	20	44.16713	0.013805	
9	27	15	21	74.83056	0.038242	
12	27	17	22	53.69864	0.026334	
15	27	19	23	73.47939	0.05658		
18	27	21	24	314.6811	0.162492	
21	27	23	25	833.5934	0.232554	
24	27	25	26	716.4338	0.169142	
1	28	10	19	37.4589		0.014269	
4	28	12	20	43.28971	0.042877	
7	28	14	21	49.59043	-0.000991	
10	28	16	22	71.19567	0.019188	
13	28	18	23	70.21038	-0.001431	
16	28	20	24	111.7938	0		
19	28	22	25	466.8662	0.864902	
22	28	24	26	793.2504	0		
25	28	26	27	815.3983	0.339976	
2	29	11	20	39.01835	0.105275	
5	29	13	21	39.53813	0.055092	
8	29	15	22	47.98807	0.083425	
11	29	17	23	47.65151	0.123489	
14	29	19	24	93.9564		0.212598	
17	29	21	25	242.4051	0.831787	
20	29	23	26	592.3038	0.863828	
23	29	25	27	437.2965	0.304977	
26	29	27	28	836.5714	4.147982	
3	30	12	21	37.78171	0.014605	
6	30	14	22	40.2768		0		
9	30	16	23	62.08945	0.024518	
12	30	18	24	68.70537	0.058944	
15	30	20	25	141.9908	0.17134		
18	30	22	26	420.9563	0.523674	
21	30	24	27	559.9413	0.30781		
24	30	26	28	476.5769	1.140375	
27	30	28	29	1838.69		2.522701	
1	31	11	21	33.83754	0		
4	31	13	22	31.05246	0.028666	
7	31	15	23	41.20423	0		
10	31	17	24	55.16048	0.01304		
13	31	19	25	114.0591	-0.001825	
16	31	21	26	169.2512	0		
19	31	23	27	392.3146	1.016772	
22	31	25	28	289.0678	0		
25	31	27	29	692.9762	0.194817	
28	31	29	30	1425.719	1.997114	
2	32	12	22	30.36266	0		
5	32	14	23	32.74489	0.016425	
8	32	16	24	49.40779	0.014273	
11	32	18	25	67.45277	0.033996	
14	32	20	26	113.5812	0		
17	32	22	27	202.7543	0.055687	
20	32	24	28	280.0936	0.10547		
23	32	26	29	252.2391	-0.012887	
26	32	28	30	691.3055	0.197152	
29	32	30	31	1542.558	16.83236	
3	4	1	2	-848.2416	0.668376	
4	5	1	2	-333.2639	0.456726	
4	5	2	3	-755.6963	1.152758	
5	6	1	2	-87.70672	0.068061	
5	6	2	3	-130.2829	0.107615	
5	6	3	4	-1114.289	0.86092		
5	7	1	3	-322.9113	0.139124	
6	7	1	2	-46.63003	0		
6	7	2	3	-57.49027	-0.000373	
6	7	3	4	-342.5649	0.095529	
6	7	4	5	-1335.661	0.382116	
6	8	2	4	-484.4744	0.141505	
7	8	1	2	-18.86937	-0.000098	
7	8	2	3	-17.49888	-0.000049	
7	8	3	4	-66.99099	-0.001577	
7	8	4	5	-193.3044	0		
7	8	5	6	-496.7503	0.142802	
7	9	1	3	-57.25575	-0.000769	
7	9	3	5	-363.8		0		
8	9	1	2	-11.7577	-0.000031	
